distance	count.Inner	count.Outer	count.Right	count.Left	sum	log10count.Inner	log10count.Outer	log10count.Right	log10count.Left	log10sum	proportion.Inner	proportion.Outer	proportion.Right	proportion.Left	allpossible_sumcount	prob	log10prob	count_per_chr.1	count_per_chr.10	count_per_chr.11	count_per_chr.12	count_per_chr.13	count_per_chr.14	count_per_chr.15	count_per_chr.16	count_per_chr.17	count_per_chr.18	count_per_chr.19	count_per_chr.2	count_per_chr.20	count_per_chr.21	count_per_chr.22	count_per_chr.3	count_per_chr.4	count_per_chr.5	count_per_chr.6	count_per_chr.7	count_per_chr.8	count_per_chr.9	count_per_chr.X	count_per_chr.Y	allpossible_count_per_chr.1	allpossible_count_per_chr.10	allpossible_count_per_chr.11	allpossible_count_per_chr.12	allpossible_count_per_chr.13	allpossible_count_per_chr.14	allpossible_count_per_chr.15	allpossible_count_per_chr.16	allpossible_count_per_chr.17	allpossible_count_per_chr.18	allpossible_count_per_chr.19	allpossible_count_per_chr.2	allpossible_count_per_chr.20	allpossible_count_per_chr.21	allpossible_count_per_chr.22	allpossible_count_per_chr.3	allpossible_count_per_chr.4	allpossible_count_per_chr.5	allpossible_count_per_chr.6	allpossible_count_per_chr.7	allpossible_count_per_chr.8	allpossible_count_per_chr.9	allpossible_count_per_chr.X	allpossible_count_per_chr.Y	prob_per_chr.1	prob_per_chr.10	prob_per_chr.11	prob_per_chr.12	prob_per_chr.13	prob_per_chr.14	prob_per_chr.15	prob_per_chr.16	prob_per_chr.17	prob_per_chr.18	prob_per_chr.19	prob_per_chr.2	prob_per_chr.20	prob_per_chr.21	prob_per_chr.22	prob_per_chr.3	prob_per_chr.4	prob_per_chr.5	prob_per_chr.6	prob_per_chr.7	prob_per_chr.8	prob_per_chr.9	prob_per_chr.X	prob_per_chr.Y	log10prob_per_chr.1	log10prob_per_chr.10	log10prob_per_chr.11	log10prob_per_chr.12	log10prob_per_chr.13	log10prob_per_chr.14	log10prob_per_chr.15	log10prob_per_chr.16	log10prob_per_chr.17	log10prob_per_chr.18	log10prob_per_chr.19	log10prob_per_chr.2	log10prob_per_chr.20	log10prob_per_chr.21	log10prob_per_chr.22	log10prob_per_chr.3	log10prob_per_chr.4	log10prob_per_chr.5	log10prob_per_chr.6	log10prob_per_chr.7	log10prob_per_chr.8	log10prob_per_chr.9	log10prob_per_chr.X	log10prob_per_chr.Y
2.050	565011	9613	19099	19343	613066	5.752	3.983	4.281	4.287	5.788	0.922	0.016	0.031	0.032	3.096E+09	7.649E-06	-5.116	7.162E+04	3.286E+04	2.866E+04	2.938E+04	1.174E+04	1.356E+04	2.049E+04	2.522E+04	2.537E+04	1.280E+04	2.549E+04	4.556E+04	1.468E+04	8.820E+03	1.475E+04	3.574E+04	2.918E+04	3.427E+04	4.086E+04	4.270E+04	2.710E+04	2.221E+04	0.000E+00	0.000E+00	2.493E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.120E+07	7.808E+07	5.913E+07	2.432E+08	6.303E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	1.110E-05	9.363E-06	8.198E-06	8.479E-06	3.936E-06	4.878E-06	7.718E-06	1.078E-05	1.207E-05	6.333E-06	1.665E-05	7.235E-06	8.998E-06	7.078E-06	1.110E-05	6.970E-06	5.896E-06	7.316E-06	9.223E-06	1.036E-05	7.151E-06	6.075E-06	0.000E+00	0.000E+00	-4.955	-5.029	-5.086	-5.072	-5.405	-5.312	-5.112	-4.967	-4.918	-5.198	-4.779	-5.141	-5.046	-5.150	-4.955	-5.157	-5.229	-5.136	-5.035	-4.984	-5.146	-5.216	-100.000	-100.000
2.150	943045	14944	27406	27171	1012566	5.975	4.174	4.438	4.434	6.005	0.931	0.015	0.027	0.027	3.096E+09	1.003E-05	-4.999	1.182E+05	5.071E+04	4.825E+04	4.822E+04	2.006E+04	2.248E+04	3.392E+04	4.114E+04	4.122E+04	2.148E+04	4.046E+04	7.604E+04	2.427E+04	1.473E+04	2.423E+04	5.981E+04	4.853E+04	5.759E+04	6.847E+04	7.091E+04	4.509E+04	3.680E+04	0.000E+00	0.000E+00	2.493E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.120E+07	7.808E+07	5.913E+07	2.432E+08	6.303E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	1.455E-05	1.148E-05	1.096E-05	1.105E-05	5.343E-06	6.424E-06	1.015E-05	1.397E-05	1.557E-05	8.438E-06	2.099E-05	9.592E-06	1.181E-05	9.391E-06	1.449E-05	9.266E-06	7.788E-06	9.766E-06	1.228E-05	1.367E-05	9.450E-06	7.994E-06	0.000E+00	0.000E+00	-4.837	-4.940	-4.960	-4.957	-5.272	-5.192	-4.994	-4.855	-4.808	-5.074	-4.678	-5.018	-4.928	-5.027	-4.839	-5.033	-5.109	-5.010	-4.911	-4.864	-5.025	-5.097	-100.000	-100.000
2.250	1984875	24094	38673	38299	2085941	6.298	4.382	4.587	4.583	6.319	0.952	0.012	0.019	0.018	3.096E+09	1.642E-05	-4.785	2.381E+05	1.016E+05	1.005E+05	1.006E+05	4.167E+04	4.659E+04	7.090E+04	8.209E+04	8.398E+04	4.496E+04	7.970E+04	1.589E+05	4.965E+04	3.026E+04	4.870E+04	1.258E+05	1.021E+05	1.208E+05	1.428E+05	1.467E+05	9.384E+04	7.566E+04	0.000E+00	0.000E+00	2.493E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.120E+07	7.808E+07	5.913E+07	2.432E+08	6.303E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	2.328E-05	1.826E-05	1.813E-05	1.832E-05	8.817E-06	1.058E-05	1.685E-05	2.214E-05	2.520E-05	1.403E-05	3.285E-05	1.592E-05	1.920E-05	1.532E-05	2.313E-05	1.548E-05	1.302E-05	1.628E-05	2.033E-05	2.246E-05	1.562E-05	1.306E-05	0.000E+00	0.000E+00	-4.633	-4.738	-4.742	-4.737	-5.055	-4.976	-4.773	-4.655	-4.599	-4.853	-4.484	-4.798	-4.717	-4.815	-4.636	-4.810	-4.885	-4.788	-4.692	-4.649	-4.806	-4.884	-100.000	-100.000
2.350	5890498	41759	54344	53602	6040203	6.770	4.621	4.735	4.729	6.781	0.975	0.007	0.009	0.009	3.096E+09	3.777E-05	-4.423	6.775E+05	2.921E+05	2.933E+05	2.901E+05	1.249E+05	1.368E+05	2.049E+05	2.321E+05	2.337E+05	1.328E+05	2.109E+05	4.714E+05	1.440E+05	8.963E+04	1.357E+05	3.714E+05	3.040E+05	3.567E+05	4.177E+05	4.223E+05	2.781E+05	2.202E+05	0.000E+00	0.000E+00	2.493E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.303E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	5.261E-05	4.172E-05	4.205E-05	4.195E-05	2.100E-05	2.467E-05	3.868E-05	4.971E-05	5.572E-05	3.293E-05	6.903E-05	3.752E-05	4.423E-05	3.605E-05	5.120E-05	3.631E-05	3.078E-05	3.816E-05	4.725E-05	5.136E-05	3.678E-05	3.018E-05	0.000E+00	0.000E+00	-4.279	-4.380	-4.376	-4.377	-4.678	-4.608	-4.413	-4.304	-4.254	-4.482	-4.161	-4.426	-4.354	-4.443	-4.291	-4.440	-4.512	-4.418	-4.326	-4.289	-4.434	-4.520	-100.000	-100.000
2.450	19411828	72681	79355	78897	19642761	7.288	4.861	4.900	4.897	7.293	0.988	0.004	0.004	0.004	3.096E+09	9.756E-05	-4.011	2.175E+06	9.520E+05	9.674E+05	9.335E+05	4.124E+05	4.468E+05	6.671E+05	7.462E+05	7.332E+05	4.415E+05	6.377E+05	1.550E+06	4.736E+05	2.968E+05	4.306E+05	1.223E+06	1.007E+06	1.183E+06	1.363E+06	1.364E+06	9.228E+05	7.154E+05	0.000E+00	0.000E+00	2.493E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.303E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	1.342E-04	1.080E-04	1.102E-04	1.072E-04	5.505E-05	6.399E-05	1.000E-04	1.270E-04	1.388E-04	8.695E-05	1.658E-04	9.799E-05	1.155E-04	9.483E-05	1.290E-04	9.495E-05	8.101E-05	1.006E-04	1.225E-04	1.318E-04	9.694E-05	7.789E-05	0.000E+00	0.000E+00	-3.872	-3.967	-3.958	-3.970	-4.259	-4.194	-4.000	-3.896	-3.857	-4.061	-3.780	-4.009	-3.937	-4.023	-3.889	-4.022	-4.091	-3.998	-3.912	-3.880	-4.013	-4.109	-100.000	-100.000
2.550	42747871	123261	129102	129558	43129792	7.631	5.091	5.111	5.112	7.635	0.991	0.003	0.003	0.003	3.096E+09	1.702E-04	-3.769	4.758E+06	2.104E+06	2.154E+06	2.032E+06	9.002E+05	9.848E+05	1.470E+06	1.668E+06	1.605E+06	9.701E+05	1.365E+06	3.410E+06	1.071E+06	6.593E+05	9.661E+05	2.680E+06	2.182E+06	2.601E+06	2.957E+06	2.959E+06	2.045E+06	1.588E+06	0.000E+00	0.000E+00	2.493E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.303E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	2.331E-04	1.896E-04	1.948E-04	1.854E-04	9.546E-05	1.120E-04	1.751E-04	2.255E-04	2.415E-04	1.517E-04	2.820E-04	1.713E-04	2.075E-04	1.673E-04	2.300E-04	1.653E-04	1.394E-04	1.756E-04	2.111E-04	2.271E-04	1.707E-04	1.373E-04	0.000E+00	0.000E+00	-3.632	-3.722	-3.710	-3.732	-4.020	-3.951	-3.757	-3.647	-3.617	-3.819	-3.550	-3.766	-3.683	-3.777	-3.638	-3.782	-3.856	-3.756	-3.676	-3.644	-3.768	-3.862	-100.000	-100.000
2.650	34082804	187185	211917	212408	34694314	7.533	5.272	5.326	5.327	7.540	0.982	0.005	0.006	0.006	3.096E+09	1.087E-04	-3.964	3.847E+06	1.703E+06	1.753E+06	1.610E+06	7.182E+05	7.866E+05	1.176E+06	1.362E+06	1.289E+06	7.778E+05	1.092E+06	2.730E+06	8.774E+05	5.408E+05	8.251E+05	2.137E+06	1.732E+06	2.084E+06	2.357E+06	2.363E+06	1.644E+06	1.290E+06	0.000E+00	0.000E+00	2.493E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.303E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	1.497E-04	1.219E-04	1.259E-04	1.167E-04	6.050E-05	7.108E-05	1.113E-04	1.463E-04	1.540E-04	9.664E-05	1.791E-04	1.089E-04	1.351E-04	1.090E-04	1.560E-04	1.047E-04	8.789E-05	1.118E-04	1.336E-04	1.441E-04	1.090E-04	8.863E-05	0.000E+00	0.000E+00	-3.825	-3.914	-3.900	-3.933	-4.218	-4.148	-3.954	-3.835	-3.812	-4.015	-3.747	-3.963	-3.869	-3.963	-3.807	-3.980	-4.056	-3.952	-3.874	-3.841	-3.963	-4.052	-100.000	-100.000
2.750	12179349	248347	317054	317140	13061890	7.086	5.395	5.501	5.501	7.116	0.932	0.019	0.024	0.024	3.096E+09	3.251E-05	-4.488	1.443E+06	6.414E+05	6.540E+05	6.020E+05	2.818E+05	2.930E+05	4.344E+05	4.980E+05	4.634E+05	2.997E+05	3.912E+05	1.038E+06	3.199E+05	2.062E+05	3.059E+05	8.150E+05	6.782E+05	8.005E+05	8.984E+05	8.952E+05	6.238E+05	4.784E+05	0.000E+00	0.000E+00	2.493E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	4.463E-05	3.647E-05	3.733E-05	3.466E-05	1.886E-05	2.104E-05	3.265E-05	4.247E-05	4.398E-05	2.958E-05	5.099E-05	3.290E-05	3.911E-05	3.302E-05	4.595E-05	3.171E-05	2.734E-05	3.410E-05	4.046E-05	4.335E-05	3.284E-05	2.610E-05	0.000E+00	0.000E+00	-4.350	-4.438	-4.428	-4.460	-4.725	-4.677	-4.486	-4.372	-4.357	-4.529	-4.293	-4.483	-4.408	-4.481	-4.338	-4.499	-4.563	-4.467	-4.393	-4.363	-4.484	-4.583	-100.000	-100.000
2.850	2413315	329754	441081	442340	3626490	6.383	5.518	5.645	5.646	6.559	0.665	0.091	0.122	0.122	3.096E+09	7.171E-06	-5.144	4.131E+05	1.849E+05	1.814E+05	1.674E+05	7.432E+04	8.006E+04	1.192E+05	1.457E+05	1.367E+05	7.970E+04	1.222E+05	2.817E+05	8.916E+04	5.535E+04	8.831E+04	2.212E+05	1.786E+05	2.139E+05	2.474E+05	2.455E+05	1.680E+05	1.327E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	1.015E-05	8.353E-06	8.222E-06	7.658E-06	3.950E-06	4.565E-06	7.116E-06	9.871E-06	1.030E-05	6.248E-06	1.265E-05	7.091E-06	8.659E-06	7.040E-06	1.054E-05	6.836E-06	5.718E-06	7.237E-06	8.848E-06	9.444E-06	7.024E-06	5.753E-06	0.000E+00	0.000E+00	-4.994	-5.078	-5.085	-5.116	-5.403	-5.341	-5.148	-5.006	-4.987	-5.204	-4.898	-5.149	-5.063	-5.152	-4.977	-5.165	-5.243	-5.140	-5.053	-5.025	-5.153	-5.240	-100.000	-100.000
2.950	717925	444818	560562	561725	2285030	5.856	5.648	5.749	5.750	6.359	0.314	0.195	0.245	0.246	3.096E+09	3.589E-06	-5.445	2.667E+05	1.226E+05	1.137E+05	1.073E+05	4.218E+04	4.991E+04	7.560E+04	1.012E+05	9.478E+04	4.706E+04	9.029E+04	1.710E+05	5.778E+04	3.329E+04	5.936E+04	1.340E+05	1.033E+05	1.257E+05	1.523E+05	1.521E+05	1.009E+05	8.399E+04	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	5.203E-06	4.398E-06	4.093E-06	3.899E-06	1.781E-06	2.261E-06	3.585E-06	5.445E-06	5.675E-06	2.931E-06	7.424E-06	3.418E-06	4.458E-06	3.363E-06	5.625E-06	3.291E-06	2.628E-06	3.379E-06	4.328E-06	4.646E-06	3.350E-06	2.892E-06	0.000E+00	0.000E+00	-5.284	-5.357	-5.388	-5.409	-5.749	-5.646	-5.445	-5.264	-5.246	-5.533	-5.129	-5.466	-5.351	-5.473	-5.250	-5.483	-5.580	-5.471	-5.364	-5.333	-5.475	-5.539	-100.000	-100.000
3.050	735447	601844	696815	696633	2730739	5.867	5.779	5.843	5.843	6.436	0.269	0.220	0.255	0.255	3.096E+09	3.407E-06	-5.468	3.183E+05	1.457E+05	1.360E+05	1.277E+05	4.991E+04	5.945E+04	9.023E+04	1.201E+05	1.146E+05	5.603E+04	1.090E+05	2.039E+05	6.864E+04	3.973E+04	7.096E+04	1.598E+05	1.235E+05	1.509E+05	1.823E+05	1.839E+05	1.194E+05	1.005E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	4.933E-06	4.153E-06	3.890E-06	3.684E-06	1.674E-06	2.139E-06	3.399E-06	5.136E-06	5.449E-06	2.771E-06	7.122E-06	3.239E-06	4.206E-06	3.188E-06	5.341E-06	3.117E-06	2.495E-06	3.222E-06	4.115E-06	4.463E-06	3.151E-06	2.747E-06	0.000E+00	0.000E+00	-5.307	-5.382	-5.410	-5.434	-5.776	-5.670	-5.469	-5.289	-5.264	-5.557	-5.147	-5.490	-5.376	-5.496	-5.272	-5.506	-5.603	-5.492	-5.386	-5.350	-5.502	-5.561	-100.000	-100.000
3.150	875126	792225	851296	849442	3368089	5.942	5.899	5.930	5.929	6.527	0.260	0.235	0.253	0.252	3.096E+09	3.338E-06	-5.477	3.845E+05	1.764E+05	1.697E+05	1.590E+05	6.220E+04	7.406E+04	1.122E+05	1.503E+05	1.409E+05	6.931E+04	1.322E+05	2.525E+05	8.499E+04	4.889E+04	8.753E+04	1.988E+05	1.523E+05	1.873E+05	2.248E+05	2.253E+05	1.504E+05	1.247E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	4.732E-06	3.994E-06	3.856E-06	3.644E-06	1.657E-06	2.117E-06	3.356E-06	5.103E-06	5.323E-06	2.723E-06	6.860E-06	3.185E-06	4.137E-06	3.116E-06	5.234E-06	3.080E-06	2.444E-06	3.175E-06	4.031E-06	4.343E-06	3.151E-06	2.710E-06	0.000E+00	0.000E+00	-5.325	-5.399	-5.414	-5.438	-5.781	-5.674	-5.474	-5.292	-5.274	-5.565	-5.164	-5.497	-5.383	-5.506	-5.281	-5.511	-5.612	-5.498	-5.395	-5.362	-5.501	-5.567	-100.000	-100.000
3.250	1062836	998381	1035939	1031856	4129012	6.026	5.999	6.015	6.014	6.616	0.257	0.242	0.251	0.250	3.096E+09	3.250E-06	-5.488	4.690E+05	2.158E+05	2.077E+05	1.948E+05	7.607E+04	9.118E+04	1.384E+05	1.848E+05	1.734E+05	8.549E+04	1.625E+05	3.102E+05	1.040E+05	5.980E+04	1.082E+05	2.445E+05	1.871E+05	2.296E+05	2.765E+05	2.755E+05	1.820E+05	1.523E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	4.586E-06	3.881E-06	3.749E-06	3.547E-06	1.610E-06	2.070E-06	3.290E-06	4.983E-06	5.205E-06	2.668E-06	6.697E-06	3.108E-06	4.021E-06	3.028E-06	5.140E-06	3.009E-06	2.385E-06	3.093E-06	3.938E-06	4.219E-06	3.031E-06	2.627E-06	0.000E+00	0.000E+00	-5.339	-5.411	-5.426	-5.450	-5.793	-5.684	-5.483	-5.302	-5.284	-5.574	-5.174	-5.507	-5.396	-5.519	-5.289	-5.522	-5.622	-5.510	-5.405	-5.375	-5.518	-5.580	-100.000	-100.000
3.350	1277046	1226243	1240207	1239424	4982920	6.106	6.089	6.093	6.093	6.697	0.256	0.246	0.249	0.249	3.096E+09	3.116E-06	-5.506	5.654E+05	2.694E+05	2.503E+05	2.349E+05	9.223E+04	1.107E+05	1.667E+05	2.198E+05	2.081E+05	1.028E+05	1.920E+05	3.755E+05	1.267E+05	7.279E+04	1.287E+05	2.955E+05	2.259E+05	2.772E+05	3.320E+05	3.311E+05	2.210E+05	1.840E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	4.391E-06	3.848E-06	3.589E-06	3.397E-06	1.550E-06	1.996E-06	3.148E-06	4.709E-06	4.962E-06	2.548E-06	6.285E-06	2.989E-06	3.892E-06	2.927E-06	4.855E-06	2.889E-06	2.288E-06	2.966E-06	3.756E-06	4.027E-06	2.923E-06	2.523E-06	0.000E+00	0.000E+00	-5.357	-5.415	-5.445	-5.469	-5.810	-5.700	-5.502	-5.327	-5.304	-5.594	-5.202	-5.524	-5.410	-5.534	-5.314	-5.539	-5.641	-5.528	-5.425	-5.395	-5.534	-5.598	-100.000	-100.000
3.450	1510882	1474599	1474313	1473467	5933261	6.179	6.169	6.169	6.168	6.773	0.255	0.249	0.248	0.248	3.096E+09	2.947E-06	-5.531	6.726E+05	3.187E+05	2.988E+05	2.801E+05	1.098E+05	1.312E+05	1.980E+05	2.592E+05	2.481E+05	1.226E+05	2.265E+05	4.482E+05	1.493E+05	8.678E+04	1.530E+05	3.530E+05	2.695E+05	3.318E+05	3.966E+05	3.960E+05	2.638E+05	2.196E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.807E+07	5.913E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	4.149E-06	3.615E-06	3.403E-06	3.217E-06	1.466E-06	1.879E-06	2.969E-06	4.411E-06	4.699E-06	2.414E-06	5.890E-06	2.834E-06	3.643E-06	2.772E-06	4.586E-06	2.741E-06	2.167E-06	2.820E-06	3.564E-06	3.826E-06	2.772E-06	2.391E-06	0.000E+00	0.000E+00	-5.382	-5.442	-5.468	-5.493	-5.834	-5.726	-5.527	-5.355	-5.328	-5.617	-5.230	-5.548	-5.439	-5.557	-5.339	-5.562	-5.664	-5.550	-5.448	-5.417	-5.557	-5.621	-100.000	-100.000
3.550	1762905	1721566	1722880	1718756	6926107	6.246	6.236	6.236	6.235	6.840	0.255	0.249	0.249	0.248	3.096E+09	2.733E-06	-5.563	7.855E+05	3.611E+05	3.506E+05	3.274E+05	1.275E+05	1.534E+05	2.329E+05	3.072E+05	2.870E+05	1.424E+05	2.628E+05	5.253E+05	1.762E+05	1.010E+05	1.797E+05	4.132E+05	3.150E+05	3.893E+05	4.616E+05	4.621E+05	3.081E+05	2.570E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.807E+07	5.913E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	3.849E-06	3.254E-06	3.172E-06	2.987E-06	1.352E-06	1.745E-06	2.775E-06	4.152E-06	4.317E-06	2.228E-06	5.428E-06	2.638E-06	3.414E-06	2.563E-06	4.279E-06	2.548E-06	2.012E-06	2.628E-06	3.294E-06	3.546E-06	2.571E-06	2.222E-06	0.000E+00	0.000E+00	-5.415	-5.488	-5.499	-5.525	-5.869	-5.758	-5.557	-5.382	-5.365	-5.652	-5.265	-5.579	-5.467	-5.591	-5.369	-5.594	-5.696	-5.580	-5.482	-5.450	-5.590	-5.653	-100.000	-100.000
3.650	2022306	1986730	1980164	1982965	7972165	6.306	6.298	6.297	6.297	6.902	0.254	0.249	0.248	0.249	3.096E+09	2.498E-06	-5.602	9.043E+05	4.179E+05	4.018E+05	3.773E+05	1.477E+05	1.777E+05	2.681E+05	3.524E+05	3.279E+05	1.652E+05	3.032E+05	6.058E+05	2.020E+05	1.161E+05	2.062E+05	4.745E+05	3.645E+05	4.472E+05	5.306E+05	5.312E+05	3.561E+05	2.946E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.807E+07	5.912E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.911E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	3.520E-06	2.991E-06	2.888E-06	2.735E-06	1.244E-06	1.606E-06	2.536E-06	3.783E-06	3.919E-06	2.052E-06	4.975E-06	2.416E-06	3.110E-06	2.341E-06	3.900E-06	2.325E-06	1.850E-06	2.398E-06	3.008E-06	3.238E-06	2.360E-06	2.024E-06	0.000E+00	0.000E+00	-5.453	-5.524	-5.539	-5.563	-5.905	-5.794	-5.596	-5.422	-5.407	-5.688	-5.303	-5.617	-5.507	-5.631	-5.409	-5.634	-5.733	-5.620	-5.522	-5.490	-5.627	-5.694	-100.000	-100.000
3.750	2291326	2260625	2232427	2228129	9012507	6.360	6.354	6.349	6.348	6.955	0.254	0.251	0.248	0.247	3.096E+09	2.244E-06	-5.649	1.021E+06	4.692E+05	4.518E+05	4.248E+05	1.668E+05	1.996E+05	3.034E+05	4.168E+05	3.700E+05	1.866E+05	3.402E+05	6.851E+05	2.271E+05	1.320E+05	2.330E+05	5.353E+05	4.131E+05	5.050E+05	5.980E+05	5.987E+05	4.028E+05	3.327E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.807E+07	5.912E+07	2.432E+08	6.302E+07	4.812E+07	5.130E+07	1.980E+08	1.911E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	3.155E-06	2.668E-06	2.579E-06	2.446E-06	1.116E-06	1.433E-06	2.281E-06	3.555E-06	3.511E-06	1.842E-06	4.434E-06	2.171E-06	2.776E-06	2.114E-06	3.500E-06	2.083E-06	1.665E-06	2.151E-06	2.693E-06	2.899E-06	2.121E-06	1.815E-06	0.000E+00	0.000E+00	-5.501	-5.574	-5.589	-5.612	-5.952	-5.844	-5.642	-5.449	-5.455	-5.735	-5.353	-5.663	-5.557	-5.675	-5.456	-5.681	-5.779	-5.667	-5.570	-5.538	-5.674	-5.741	-100.000	-100.000
