distance	count.Inner	count.Outer	count.Right	count.Left	sum	log10count.Inner	log10count.Outer	log10count.Right	log10count.Left	log10sum	proportion.Inner	proportion.Outer	proportion.Right	proportion.Left	allpossible_sumcount	prob	log10prob	count_per_chr.1	count_per_chr.10	count_per_chr.11	count_per_chr.12	count_per_chr.13	count_per_chr.14	count_per_chr.15	count_per_chr.16	count_per_chr.17	count_per_chr.18	count_per_chr.19	count_per_chr.2	count_per_chr.20	count_per_chr.21	count_per_chr.22	count_per_chr.3	count_per_chr.4	count_per_chr.5	count_per_chr.6	count_per_chr.7	count_per_chr.8	count_per_chr.9	count_per_chr.X	count_per_chr.Y	allpossible_count_per_chr.1	allpossible_count_per_chr.10	allpossible_count_per_chr.11	allpossible_count_per_chr.12	allpossible_count_per_chr.13	allpossible_count_per_chr.14	allpossible_count_per_chr.15	allpossible_count_per_chr.16	allpossible_count_per_chr.17	allpossible_count_per_chr.18	allpossible_count_per_chr.19	allpossible_count_per_chr.2	allpossible_count_per_chr.20	allpossible_count_per_chr.21	allpossible_count_per_chr.22	allpossible_count_per_chr.3	allpossible_count_per_chr.4	allpossible_count_per_chr.5	allpossible_count_per_chr.6	allpossible_count_per_chr.7	allpossible_count_per_chr.8	allpossible_count_per_chr.9	allpossible_count_per_chr.X	allpossible_count_per_chr.Y	prob_per_chr.1	prob_per_chr.10	prob_per_chr.11	prob_per_chr.12	prob_per_chr.13	prob_per_chr.14	prob_per_chr.15	prob_per_chr.16	prob_per_chr.17	prob_per_chr.18	prob_per_chr.19	prob_per_chr.2	prob_per_chr.20	prob_per_chr.21	prob_per_chr.22	prob_per_chr.3	prob_per_chr.4	prob_per_chr.5	prob_per_chr.6	prob_per_chr.7	prob_per_chr.8	prob_per_chr.9	prob_per_chr.X	prob_per_chr.Y	log10prob_per_chr.1	log10prob_per_chr.10	log10prob_per_chr.11	log10prob_per_chr.12	log10prob_per_chr.13	log10prob_per_chr.14	log10prob_per_chr.15	log10prob_per_chr.16	log10prob_per_chr.17	log10prob_per_chr.18	log10prob_per_chr.19	log10prob_per_chr.2	log10prob_per_chr.20	log10prob_per_chr.21	log10prob_per_chr.22	log10prob_per_chr.3	log10prob_per_chr.4	log10prob_per_chr.5	log10prob_per_chr.6	log10prob_per_chr.7	log10prob_per_chr.8	log10prob_per_chr.9	log10prob_per_chr.X	log10prob_per_chr.Y
3.850	2522484	2479762	2466220	2461465	9929931	6.402	6.394	6.392	6.391	6.997	0.254	0.250	0.248	0.248	3.096E+09	1.964E-06	-5.707	1.128E+06	5.174E+05	5.005E+05	4.704E+05	1.845E+05	2.206E+05	3.352E+05	4.499E+05	4.069E+05	2.035E+05	3.695E+05	7.573E+05	2.511E+05	1.447E+05	2.557E+05	5.916E+05	4.535E+05	5.576E+05	6.583E+05	6.600E+05	4.462E+05	3.670E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.807E+07	5.912E+07	2.432E+08	6.302E+07	4.812E+07	5.130E+07	1.980E+08	1.911E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	2.771E-06	2.337E-06	2.269E-06	2.151E-06	9.806E-07	1.258E-06	2.001E-06	3.048E-06	3.068E-06	1.596E-06	3.825E-06	1.906E-06	2.439E-06	1.841E-06	3.052E-06	1.829E-06	1.452E-06	1.887E-06	2.355E-06	2.539E-06	1.866E-06	1.591E-06	0.000E+00	0.000E+00	-5.557	-5.631	-5.644	-5.667	-6.009	-5.900	-5.699	-5.516	-5.513	-5.797	-5.417	-5.720	-5.613	-5.735	-5.515	-5.738	-5.838	-5.724	-5.628	-5.595	-5.729	-5.798	-100.000	-100.000
3.950	2695633	2678283	2666368	2660578	10700862	6.431	6.428	6.426	6.425	7.029	0.252	0.250	0.249	0.249	3.095E+09	1.681E-06	-5.774	1.214E+06	5.521E+05	5.385E+05	5.081E+05	1.983E+05	2.381E+05	3.624E+05	4.791E+05	4.381E+05	2.208E+05	3.916E+05	8.183E+05	2.706E+05	1.566E+05	2.753E+05	6.429E+05	4.905E+05	6.023E+05	7.139E+05	7.119E+05	4.791E+05	3.977E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.807E+07	5.912E+07	2.432E+08	6.302E+07	4.812E+07	5.130E+07	1.980E+08	1.911E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.936E+07	2.369E-06	1.981E-06	1.940E-06	1.846E-06	8.371E-07	1.078E-06	1.719E-06	2.578E-06	2.624E-06	1.375E-06	3.220E-06	1.636E-06	2.088E-06	1.582E-06	2.610E-06	1.579E-06	1.248E-06	1.619E-06	2.029E-06	2.175E-06	1.592E-06	1.370E-06	0.000E+00	0.000E+00	-5.625	-5.703	-5.712	-5.734	-6.077	-5.967	-5.765	-5.589	-5.581	-5.862	-5.492	-5.786	-5.680	-5.801	-5.583	-5.802	-5.904	-5.791	-5.693	-5.663	-5.798	-5.863	-100.000	-100.000
4.050	2877464	2867011	2823993	2825529	11393997	6.459	6.457	6.451	6.451	7.057	0.253	0.252	0.248	0.248	3.095E+09	1.422E-06	-5.847	1.291E+06	5.739E+05	5.717E+05	5.394E+05	2.110E+05	2.533E+05	3.868E+05	5.486E+05	4.646E+05	2.334E+05	4.148E+05	8.716E+05	2.875E+05	1.663E+05	2.911E+05	6.815E+05	5.216E+05	6.402E+05	7.601E+05	7.555E+05	5.085E+05	4.213E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.152E+08	1.073E+08	1.025E+08	9.034E+07	8.118E+07	7.807E+07	5.912E+07	2.432E+08	6.301E+07	4.812E+07	5.129E+07	1.980E+08	1.911E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.936E+07	2.001E-06	1.636E-06	1.636E-06	1.556E-06	7.075E-07	9.112E-07	1.457E-06	2.345E-06	2.210E-06	1.155E-06	2.710E-06	1.384E-06	1.762E-06	1.335E-06	2.192E-06	1.329E-06	1.054E-06	1.367E-06	1.716E-06	1.834E-06	1.342E-06	1.152E-06	0.000E+00	0.000E+00	-5.699	-5.786	-5.786	-5.808	-6.150	-6.040	-5.836	-5.630	-5.656	-5.938	-5.567	-5.859	-5.754	-5.875	-5.659	-5.876	-5.977	-5.864	-5.766	-5.737	-5.872	-5.938	-100.000	-100.000
4.150	2981060	2968559	2960492	2956908	11867019	6.474	6.473	6.471	6.471	7.074	0.251	0.250	0.249	0.249	3.095E+09	1.176E-06	-5.930	1.359E+06	5.596E+05	5.962E+05	5.657E+05	2.211E+05	2.660E+05	4.044E+05	5.597E+05	4.854E+05	2.434E+05	4.333E+05	9.102E+05	3.009E+05	1.734E+05	3.059E+05	7.152E+05	5.447E+05	6.673E+05	7.956E+05	7.902E+05	5.308E+05	4.389E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.152E+08	1.073E+08	1.025E+08	9.034E+07	8.118E+07	7.806E+07	5.911E+07	2.432E+08	6.301E+07	4.812E+07	5.129E+07	1.980E+08	1.911E+08	1.809E+08	1.711E+08	1.591E+08	1.463E+08	1.412E+08	1.553E+08	5.936E+07	1.673E-06	1.267E-06	1.355E-06	1.297E-06	5.890E-07	7.601E-07	1.210E-06	1.901E-06	1.834E-06	9.567E-07	2.249E-06	1.148E-06	1.465E-06	1.105E-06	1.830E-06	1.108E-06	8.743E-07	1.132E-06	1.427E-06	1.523E-06	1.113E-06	9.537E-07	0.000E+00	0.000E+00	-5.777	-5.897	-5.868	-5.887	-6.230	-6.119	-5.917	-5.721	-5.737	-6.019	-5.648	-5.940	-5.834	-5.957	-5.738	-5.955	-6.058	-5.946	-5.846	-5.817	-5.954	-6.021	-100.000	-100.000
4.250	3088277	3088671	3072783	3068753	12318484	6.490	6.490	6.488	6.487	7.091	0.251	0.251	0.249	0.249	3.095E+09	9.698E-07	-6.013	1.409E+06	5.762E+05	6.187E+05	5.860E+05	2.293E+05	2.768E+05	4.204E+05	5.897E+05	5.038E+05	2.529E+05	4.513E+05	9.470E+05	3.119E+05	1.799E+05	3.170E+05	7.401E+05	5.655E+05	6.927E+05	8.273E+05	8.201E+05	5.468E+05	4.565E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.152E+08	1.073E+08	1.025E+08	9.034E+07	8.118E+07	7.806E+07	5.911E+07	2.432E+08	6.301E+07	4.811E+07	5.129E+07	1.980E+08	1.911E+08	1.809E+08	1.711E+08	1.591E+08	1.463E+08	1.412E+08	1.553E+08	5.936E+07	1.377E-06	1.036E-06	1.117E-06	1.067E-06	4.852E-07	6.283E-07	9.992E-07	1.591E-06	1.512E-06	7.895E-07	1.861E-06	9.490E-07	1.206E-06	9.109E-07	1.506E-06	9.108E-07	7.210E-07	9.332E-07	1.178E-06	1.256E-06	9.105E-07	7.878E-07	0.000E+00	0.000E+00	-5.861	-5.985	-5.952	-5.972	-6.314	-6.202	-6.000	-5.798	-5.820	-6.103	-5.730	-6.023	-5.919	-6.041	-5.822	-6.041	-6.142	-6.030	-5.929	-5.901	-6.041	-6.104	-100.000	-100.000
4.350	3178048	3170860	3174549	3169283	12692740	6.502	6.501	6.502	6.501	7.104	0.250	0.250	0.250	0.250	3.095E+09	7.938E-07	-6.100	1.461E+06	5.958E+05	6.402E+05	6.048E+05	2.373E+05	2.871E+05	4.342E+05	5.703E+05	5.188E+05	2.625E+05	4.646E+05	9.759E+05	3.215E+05	1.868E+05	3.293E+05	7.658E+05	5.842E+05	7.160E+05	8.553E+05	8.454E+05	5.636E+05	4.721E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.151E+08	1.073E+08	1.025E+08	9.033E+07	8.117E+07	7.805E+07	5.911E+07	2.432E+08	6.300E+07	4.811E+07	5.128E+07	1.980E+08	1.911E+08	1.809E+08	1.711E+08	1.591E+08	1.463E+08	1.412E+08	1.552E+08	5.935E+07	1.135E-06	8.510E-07	9.180E-07	8.748E-07	3.989E-07	5.178E-07	8.198E-07	1.222E-06	1.237E-06	6.509E-07	1.521E-06	7.768E-07	9.878E-07	7.515E-07	1.243E-06	7.486E-07	5.916E-07	7.662E-07	9.676E-07	1.028E-06	7.455E-07	6.473E-07	0.000E+00	0.000E+00	-5.945	-6.070	-6.037	-6.058	-6.399	-6.286	-6.086	-5.913	-5.908	-6.187	-5.818	-6.110	-6.005	-6.124	-5.906	-6.126	-6.228	-6.116	-6.014	-5.988	-6.128	-6.189	-100.000	-100.000
4.450	3283071	3281778	3291641	3288193	13144683	6.516	6.516	6.517	6.517	7.119	0.250	0.250	0.250	0.250	3.095E+09	6.530E-07	-6.185	1.510E+06	6.164E+05	6.627E+05	6.257E+05	2.437E+05	2.971E+05	4.484E+05	6.090E+05	5.367E+05	2.703E+05	4.804E+05	1.008E+06	3.327E+05	1.924E+05	3.378E+05	7.920E+05	6.048E+05	7.402E+05	8.847E+05	8.761E+05	5.868E+05	4.884E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.151E+08	1.073E+08	1.025E+08	9.033E+07	8.117E+07	7.805E+07	5.910E+07	2.432E+08	6.300E+07	4.810E+07	5.128E+07	1.980E+08	1.911E+08	1.809E+08	1.711E+08	1.591E+08	1.463E+08	1.412E+08	1.552E+08	5.935E+07	9.317E-07	6.994E-07	7.548E-07	7.189E-07	3.254E-07	4.256E-07	6.726E-07	1.037E-06	1.017E-06	5.324E-07	1.250E-06	6.375E-07	8.120E-07	6.149E-07	1.013E-06	6.150E-07	4.866E-07	6.291E-07	7.950E-07	8.466E-07	6.166E-07	5.318E-07	0.000E+00	0.000E+00	-6.031	-6.155	-6.122	-6.143	-6.488	-6.371	-6.172	-5.984	-5.993	-6.274	-5.903	-6.196	-6.090	-6.211	-5.994	-6.211	-6.313	-6.201	-6.100	-6.072	-6.210	-6.274	-100.000	-100.000
4.550	3402573	3399329	3414107	3408832	13624841	6.532	6.531	6.533	6.533	7.134	0.250	0.249	0.251	0.250	3.095E+09	5.377E-07	-6.269	1.574E+06	6.396E+05	6.874E+05	6.482E+05	2.535E+05	3.082E+05	4.651E+05	6.152E+05	5.581E+05	2.815E+05	4.988E+05	1.040E+06	3.447E+05	1.995E+05	3.529E+05	8.228E+05	6.260E+05	7.677E+05	9.226E+05	9.061E+05	6.097E+05	5.037E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.151E+08	1.073E+08	1.025E+08	9.032E+07	8.116E+07	7.804E+07	5.909E+07	2.432E+08	6.299E+07	4.809E+07	5.127E+07	1.980E+08	1.911E+08	1.809E+08	1.711E+08	1.591E+08	1.463E+08	1.412E+08	1.552E+08	5.934E+07	7.712E-07	5.765E-07	6.220E-07	5.916E-07	2.689E-07	3.508E-07	5.542E-07	8.319E-07	8.399E-07	4.405E-07	1.031E-06	5.223E-07	6.682E-07	5.066E-07	8.405E-07	5.075E-07	4.000E-07	5.184E-07	6.586E-07	6.955E-07	5.089E-07	4.357E-07	0.000E+00	0.000E+00	-6.113	-6.239	-6.206	-6.228	-6.570	-6.455	-6.256	-6.080	-6.076	-6.356	-5.987	-6.282	-6.175	-6.295	-6.075	-6.295	-6.398	-6.285	-6.181	-6.158	-6.293	-6.361	-100.000	-100.000
4.650	3534655	3535295	3544320	3541906	14156176	6.548	6.548	6.550	6.549	7.151	0.250	0.250	0.250	0.250	3.095E+09	4.438E-07	-6.353	1.640E+06	6.649E+05	7.212E+05	6.774E+05	2.639E+05	3.227E+05	4.841E+05	5.959E+05	5.841E+05	2.931E+05	5.178E+05	1.081E+06	3.594E+05	2.080E+05	3.691E+05	8.557E+05	6.509E+05	8.015E+05	9.620E+05	9.430E+05	6.358E+05	5.250E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.151E+08	1.073E+08	1.025E+08	9.031E+07	8.115E+07	7.803E+07	5.908E+07	2.432E+08	6.298E+07	4.809E+07	5.126E+07	1.980E+08	1.911E+08	1.809E+08	1.711E+08	1.591E+08	1.463E+08	1.412E+08	1.552E+08	5.933E+07	6.384E-07	4.761E-07	5.184E-07	4.911E-07	2.223E-07	2.917E-07	4.582E-07	6.401E-07	6.983E-07	3.643E-07	8.502E-07	4.312E-07	5.535E-07	4.196E-07	6.986E-07	4.193E-07	3.304E-07	4.299E-07	5.455E-07	5.750E-07	4.216E-07	3.608E-07	0.000E+00	0.000E+00	-6.195	-6.322	-6.285	-6.309	-6.653	-6.535	-6.339	-6.194	-6.156	-6.439	-6.070	-6.365	-6.257	-6.377	-6.156	-6.377	-6.481	-6.367	-6.263	-6.240	-6.375	-6.443	-100.000	-100.000
4.750	3709348	3709380	3714255	3710594	14843577	6.569	6.569	6.570	6.569	7.172	0.250	0.250	0.250	0.250	3.094E+09	3.697E-07	-6.432	1.732E+06	7.005E+05	7.565E+05	7.119E+05	2.753E+05	3.374E+05	5.086E+05	5.831E+05	6.167E+05	3.081E+05	5.435E+05	1.137E+06	3.767E+05	2.178E+05	3.937E+05	8.992E+05	6.803E+05	8.447E+05	1.013E+06	9.929E+05	6.655E+05	5.491E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.151E+08	1.073E+08	1.025E+08	9.030E+07	8.114E+07	7.802E+07	5.907E+07	2.431E+08	6.297E+07	4.807E+07	5.125E+07	1.980E+08	1.911E+08	1.809E+08	1.711E+08	1.591E+08	1.463E+08	1.412E+08	1.552E+08	5.932E+07	5.355E-07	3.984E-07	4.320E-07	4.100E-07	1.843E-07	2.423E-07	3.825E-07	4.976E-07	5.857E-07	3.043E-07	7.090E-07	3.604E-07	4.610E-07	3.492E-07	5.921E-07	3.500E-07	2.743E-07	3.599E-07	4.563E-07	4.810E-07	3.505E-07	2.998E-07	0.000E+00	0.000E+00	-6.271	-6.400	-6.365	-6.387	-6.734	-6.616	-6.417	-6.303	-6.232	-6.517	-6.149	-6.443	-6.336	-6.457	-6.228	-6.456	-6.562	-6.444	-6.341	-6.318	-6.455	-6.523	-100.000	-100.000
4.850	3914057	3909765	3921677	3919724	15665223	6.593	6.592	6.593	6.593	7.195	0.250	0.250	0.250	0.250	3.094E+09	3.099E-07	-6.509	1.830E+06	7.378E+05	7.982E+05	7.515E+05	2.885E+05	3.573E+05	5.379E+05	6.108E+05	6.534E+05	3.252E+05	5.749E+05	1.199E+06	3.981E+05	2.301E+05	4.114E+05	9.495E+05	7.170E+05	8.976E+05	1.073E+06	1.047E+06	6.991E+05	5.781E+05	0.000E+00	0.000E+00	2.492E+08	1.355E+08	1.349E+08	1.338E+08	1.151E+08	1.073E+08	1.025E+08	9.028E+07	8.112E+07	7.801E+07	5.906E+07	2.431E+08	6.295E+07	4.806E+07	5.123E+07	1.980E+08	1.911E+08	1.808E+08	1.710E+08	1.591E+08	1.463E+08	1.411E+08	1.552E+08	5.930E+07	4.495E-07	3.334E-07	3.621E-07	3.438E-07	1.534E-07	2.038E-07	3.214E-07	4.141E-07	4.930E-07	2.552E-07	5.959E-07	3.018E-07	3.871E-07	2.931E-07	4.915E-07	2.936E-07	2.297E-07	3.038E-07	3.839E-07	4.030E-07	2.925E-07	2.507E-07	0.000E+00	0.000E+00	-6.347	-6.477	-6.441	-6.464	-6.814	-6.691	-6.493	-6.383	-6.307	-6.593	-6.225	-6.520	-6.412	-6.533	-6.308	-6.532	-6.639	-6.517	-6.416	-6.395	-6.534	-6.601	-100.000	-100.000
4.950	4162387	4161696	4156454	4153874	16634411	6.619	6.619	6.619	6.618	7.221	0.250	0.250	0.250	0.250	3.094E+09	2.614E-07	-6.583	1.944E+06	7.778E+05	8.450E+05	7.971E+05	3.046E+05	3.789E+05	5.769E+05	6.465E+05	6.933E+05	3.431E+05	6.065E+05	1.275E+06	4.213E+05	2.434E+05	4.359E+05	1.008E+06	7.633E+05	9.496E+05	1.138E+06	1.137E+06	7.412E+05	6.073E+05	0.000E+00	0.000E+00	2.492E+08	1.354E+08	1.349E+08	1.338E+08	1.151E+08	1.073E+08	1.024E+08	9.027E+07	8.111E+07	7.799E+07	5.904E+07	2.431E+08	6.294E+07	4.804E+07	5.122E+07	1.979E+08	1.911E+08	1.808E+08	1.710E+08	1.590E+08	1.463E+08	1.411E+08	1.552E+08	5.928E+07	3.793E-07	2.792E-07	3.045E-07	2.897E-07	1.287E-07	1.717E-07	2.738E-07	3.482E-07	4.156E-07	2.139E-07	4.995E-07	2.550E-07	3.255E-07	2.463E-07	4.138E-07	2.477E-07	1.942E-07	2.553E-07	3.236E-07	3.477E-07	2.464E-07	2.092E-07	0.000E+00	0.000E+00	-6.421	-6.554	-6.516	-6.538	-6.890	-6.765	-6.563	-6.458	-6.381	-6.670	-6.301	-6.593	-6.487	-6.609	-6.383	-6.606	-6.712	-6.593	-6.490	-6.459	-6.608	-6.679	-100.000	-100.000
5.050	4409338	4405349	4412130	4409848	17636665	6.644	6.644	6.645	6.644	7.246	0.250	0.250	0.250	0.250	3.093E+09	2.202E-07	-6.657	2.063E+06	8.274E+05	9.015E+05	8.443E+05	3.231E+05	4.017E+05	6.125E+05	6.868E+05	7.315E+05	3.670E+05	6.355E+05	1.354E+06	4.462E+05	2.587E+05	4.640E+05	1.076E+06	8.168E+05	1.007E+06	1.209E+06	1.186E+06	7.849E+05	6.394E+05	0.000E+00	0.000E+00	2.491E+08	1.354E+08	1.349E+08	1.337E+08	1.151E+08	1.072E+08	1.024E+08	9.024E+07	8.108E+07	7.797E+07	5.902E+07	2.431E+08	6.291E+07	4.802E+07	5.119E+07	1.979E+08	1.910E+08	1.808E+08	1.710E+08	1.590E+08	1.463E+08	1.411E+08	1.552E+08	5.926E+07	3.198E-07	2.360E-07	2.581E-07	2.438E-07	1.085E-07	1.447E-07	2.310E-07	2.939E-07	3.484E-07	1.818E-07	4.159E-07	2.151E-07	2.739E-07	2.081E-07	3.501E-07	2.099E-07	1.651E-07	2.151E-07	2.731E-07	2.882E-07	2.073E-07	1.750E-07	0.000E+00	0.000E+00	-6.495	-6.627	-6.588	-6.613	-6.965	-6.840	-6.636	-6.532	-6.458	-6.740	-6.381	-6.667	-6.562	-6.682	-6.456	-6.678	-6.782	-6.667	-6.564	-6.540	-6.683	-6.757	-100.000	-100.000
5.150	4657995	4650575	4668508	4664727	18641805	6.668	6.668	6.669	6.669	7.270	0.250	0.249	0.250	0.250	3.092E+09	1.849E-07	-6.733	2.184E+06	8.865E+05	9.468E+05	8.941E+05	3.429E+05	4.246E+05	6.491E+05	7.096E+05	7.569E+05	3.878E+05	6.609E+05	1.441E+06	4.706E+05	2.768E+05	4.872E+05	1.141E+06	8.636E+05	1.068E+06	1.286E+06	1.254E+06	8.389E+05	6.721E+05	0.000E+00	0.000E+00	2.491E+08	1.354E+08	1.349E+08	1.337E+08	1.150E+08	1.072E+08	1.024E+08	9.021E+07	8.105E+07	7.794E+07	5.899E+07	2.431E+08	6.288E+07	4.799E+07	5.116E+07	1.979E+08	1.910E+08	1.808E+08	1.710E+08	1.590E+08	1.462E+08	1.411E+08	1.551E+08	5.923E+07	2.689E-07	2.009E-07	2.154E-07	2.051E-07	9.146E-08	1.215E-07	1.945E-07	2.413E-07	2.865E-07	1.527E-07	3.437E-07	1.818E-07	2.296E-07	1.770E-07	2.921E-07	1.768E-07	1.387E-07	1.813E-07	2.308E-07	2.420E-07	1.760E-07	1.462E-07	0.000E+00	0.000E+00	-6.570	-6.697	-6.667	-6.688	-7.039	-6.915	-6.711	-6.617	-6.543	-6.816	-6.464	-6.740	-6.639	-6.752	-6.534	-6.752	-6.858	-6.742	-6.637	-6.616	-6.754	-6.835	-100.000	-100.000
5.250	4890898	4889346	4911290	4905056	19596590	6.689	6.689	6.691	6.691	7.292	0.250	0.249	0.251	0.250	3.091E+09	1.545E-07	-6.811	2.282E+06	9.221E+05	9.910E+05	9.339E+05	3.647E+05	4.468E+05	6.786E+05	7.404E+05	7.779E+05	4.138E+05	6.809E+05	1.524E+06	4.931E+05	2.921E+05	5.082E+05	1.200E+06	9.206E+05	1.131E+06	1.356E+06	1.325E+06	9.097E+05	7.035E+05	0.000E+00	0.000E+00	2.491E+08	1.354E+08	1.348E+08	1.337E+08	1.150E+08	1.072E+08	1.024E+08	9.018E+07	8.102E+07	7.790E+07	5.895E+07	2.430E+08	6.285E+07	4.795E+07	5.113E+07	1.978E+08	1.910E+08	1.807E+08	1.709E+08	1.590E+08	1.462E+08	1.410E+08	1.551E+08	5.920E+07	2.232E-07	1.660E-07	1.791E-07	1.702E-07	7.728E-08	1.016E-07	1.616E-07	2.001E-07	2.340E-07	1.294E-07	2.815E-07	1.529E-07	1.912E-07	1.484E-07	2.422E-07	1.478E-07	1.175E-07	1.525E-07	1.934E-07	2.032E-07	1.516E-07	1.216E-07	0.000E+00	0.000E+00	-6.651	-6.780	-6.747	-6.769	-7.112	-6.993	-6.792	-6.699	-6.631	-6.888	-6.551	-6.816	-6.719	-6.828	-6.616	-6.830	-6.930	-6.817	-6.714	-6.692	-6.819	-6.915	-100.000	-100.000
5.350	5226481	5248239	5174760	5168498	20817978	6.718	6.720	6.714	6.713	7.318	0.251	0.252	0.249	0.248	3.090E+09	1.304E-07	-6.885	2.386E+06	1.316E+06	1.031E+06	9.673E+05	3.847E+05	4.653E+05	7.086E+05	7.730E+05	7.978E+05	4.358E+05	6.920E+05	1.606E+06	5.121E+05	3.013E+05	5.071E+05	1.259E+06	9.700E+05	1.191E+06	1.417E+06	1.385E+06	9.827E+05	7.302E+05	0.000E+00	0.000E+00	2.490E+08	1.353E+08	1.348E+08	1.336E+08	1.149E+08	1.071E+08	1.023E+08	9.013E+07	8.097E+07	7.785E+07	5.891E+07	2.430E+08	6.280E+07	4.791E+07	5.108E+07	1.978E+08	1.909E+08	1.807E+08	1.709E+08	1.589E+08	1.461E+08	1.410E+08	1.550E+08	5.915E+07	1.854E-07	1.882E-07	1.481E-07	1.401E-07	6.478E-08	8.408E-08	1.341E-07	1.660E-07	1.907E-07	1.084E-07	2.274E-07	1.279E-07	1.578E-07	1.217E-07	1.922E-07	1.232E-07	9.834E-08	1.275E-07	1.605E-07	1.687E-07	1.302E-07	1.003E-07	0.000E+00	0.000E+00	-6.732	-6.725	-6.830	-6.853	-7.189	-7.075	-6.873	-6.780	-6.720	-6.965	-6.643	-6.893	-6.802	-6.915	-6.716	-6.909	-7.007	-6.894	-6.795	-6.773	-6.886	-6.999	-100.000	-100.000
5.450	5245400	5247879	5271276	5256344	21020899	6.720	6.720	6.722	6.721	7.323	0.250	0.250	0.251	0.250	3.089E+09	1.046E-07	-6.980	2.429E+06	1.006E+06	1.052E+06	9.882E+05	4.021E+05	4.749E+05	7.308E+05	7.883E+05	7.799E+05	4.536E+05	6.842E+05	1.667E+06	5.212E+05	3.094E+05	5.053E+05	1.317E+06	1.015E+06	1.246E+06	1.462E+06	1.444E+06	1.001E+06	7.444E+05	0.000E+00	0.000E+00	2.490E+08	1.353E+08	1.347E+08	1.336E+08	1.149E+08	1.071E+08	1.022E+08	9.007E+07	8.091E+07	7.780E+07	5.885E+07	2.429E+08	6.274E+07	4.785E+07	5.102E+07	1.977E+08	1.909E+08	1.806E+08	1.708E+08	1.589E+08	1.461E+08	1.409E+08	1.550E+08	5.909E+07	1.500E-07	1.143E-07	1.200E-07	1.137E-07	5.382E-08	6.820E-08	1.099E-07	1.346E-07	1.482E-07	8.965E-08	1.788E-07	1.055E-07	1.277E-07	9.942E-08	1.523E-07	1.024E-07	8.177E-08	1.061E-07	1.316E-07	1.398E-07	1.053E-07	8.121E-08	0.000E+00	0.000E+00	-6.824	-6.942	-6.921	-6.944	-7.269	-7.166	-6.959	-6.871	-6.829	-7.047	-6.748	-6.977	-6.894	-7.003	-6.817	-6.990	-7.087	-6.974	-6.881	-6.855	-6.977	-7.090	-100.000	-100.000
5.550	5280222	5282669	5301492	5298306	21162689	6.723	6.723	6.724	6.724	7.326	0.250	0.250	0.251	0.250	3.087E+09	8.372E-08	-7.077	2.443E+06	1.014E+06	1.057E+06	9.940E+05	4.161E+05	4.781E+05	7.397E+05	7.998E+05	7.620E+05	4.624E+05	6.613E+05	1.692E+06	5.172E+05	3.089E+05	4.877E+05	1.325E+06	1.046E+06	1.260E+06	1.477E+06	1.478E+06	9.927E+05	7.497E+05	0.000E+00	0.000E+00	2.489E+08	1.352E+08	1.347E+08	1.335E+08	1.148E+08	1.070E+08	1.022E+08	9.000E+07	8.084E+07	7.772E+07	5.877E+07	2.428E+08	6.267E+07	4.778E+07	5.095E+07	1.977E+08	1.908E+08	1.806E+08	1.708E+08	1.588E+08	1.460E+08	1.409E+08	1.549E+08	5.902E+07	1.199E-07	9.158E-08	9.591E-08	9.094E-08	4.426E-08	5.458E-08	8.842E-08	1.085E-07	1.151E-07	7.266E-08	1.374E-07	8.508E-08	1.008E-07	7.896E-08	1.169E-07	8.189E-08	6.698E-08	8.522E-08	1.056E-07	1.137E-07	8.303E-08	6.501E-08	0.000E+00	0.000E+00	-6.921	-7.038	-7.018	-7.041	-7.354	-7.263	-7.053	-6.964	-6.939	-7.139	-6.862	-7.070	-6.997	-7.103	-6.932	-7.087	-7.174	-7.069	-6.976	-6.944	-7.081	-7.187	-100.000	-100.000
